"","G","R","total_cost","sigma2","bias","mse","coverage"
"1136",148,2,8880,1.1,-0.00960476026063439,0.0185697232839641,0.98
"1137",149,2,8940,1.1,-0.0183065862584236,0.0247970202795503,0.97
"1138",150,2,9000,1.1,0.00739548860814454,0.0309514193330973,0.91
"1139",151,2,9060,1.1,0.0012815651307424,0.0301913310312237,0.92
"1140",152,2,9120,1.1,-0.0198569965919231,0.0345060526425902,0.91
"1141",153,2,9180,1.1,-0.0109166245741548,0.0250142401463742,0.97
"1142",154,2,9240,1.1,-0.0124861328998298,0.025850553405239,0.96
"1143",155,2,9300,1.1,0.0172665873076927,0.019269875652696,0.97
"1144",156,2,9360,1.1,0.0126240975809379,0.0232024484518493,0.95
"1145",157,2,9420,1.1,0.0230136489127811,0.0227778687772567,0.93
"1146",158,2,9480,1.1,-0.0130966616556044,0.026564706815464,0.95
"1147",159,2,9540,1.1,-0.000331091680355666,0.0179175009915854,1
"1148",160,2,9600,1.1,-0.00813115529689551,0.0311443935283188,0.91
"1149",161,2,9660,1.1,-0.0070504155981112,0.0226376427613683,0.97
"1150",162,2,9720,1.1,0.0121286957614247,0.0294586137963154,0.95
"1151",163,2,9780,1.1,-0.000305833199524985,0.0196089741853153,0.98
"1152",164,2,9840,1.1,0.00355854088865504,0.028720644449846,0.94
"1153",165,2,9900,1.1,-0.0152149069679454,0.0239898680972149,0.95
"1154",166,2,9960,1.1,-0.0123954676505411,0.0286454321416782,0.93
"1155",167,1,8350,1.1,-0.00808139544010689,0.0417790703072135,0.92
"1156",168,1,8400,1.1,-0.0132525749962069,0.038049976658666,0.94
"1157",169,1,8450,1.1,-0.00120380795737923,0.0417766435612956,0.91
"1158",170,1,8500,1.1,0.0173623818720795,0.037189282052995,0.95
"1159",171,1,8550,1.1,-0.0019201315256025,0.0397008918109564,0.93
"1160",172,1,8600,1.1,-0.0185177687663008,0.0454947988165655,0.91
"1161",173,1,8650,1.1,-2.56035402401711e-06,0.0366155623359279,0.96
"1162",174,1,8700,1.1,0.00854566240867494,0.0441232131152352,0.92
"1163",175,1,8750,1.1,0.0125088935971671,0.0355436633548437,0.96
"1164",176,1,8800,1.1,-0.0192404068418813,0.0376245740290519,0.97
"1165",177,1,8850,1.1,0.0183301094498795,0.0406930899417083,0.94
"1166",178,1,8900,1.1,-0.00955896218272767,0.0342687848227143,0.97
"1167",179,1,8950,1.1,-0.0123799545111514,0.0371875665792936,0.93
"1168",180,1,9000,1.1,0.00167310583093294,0.03049960653714,0.97
"1169",181,1,9050,1.1,-0.0155318831839699,0.0328825636417525,0.96
"1170",182,1,9100,1.1,0.00740350935453182,0.0293358277018908,0.98
"1171",183,1,9150,1.1,0.0031241437429782,0.0250687866798502,0.98
"1172",184,1,9200,1.1,-0.00384118509859571,0.0307952254161477,0.95
"1173",185,1,9250,1.1,-0.00869059770175329,0.0298601499604813,0.96
"1174",186,1,9300,1.1,-0.0107419825768215,0.032974552253954,0.95
"1175",187,1,9350,1.1,-0.00789749806061668,0.0288676768141145,0.96
"1176",188,1,9400,1.1,-0.0263863220811796,0.0294747233392896,0.95
"1177",189,1,9450,1.1,0.00549683956913816,0.0306379929892898,0.94
"1178",190,1,9500,1.1,0.0188622583858459,0.036385609368949,0.94
"1179",191,1,9550,1.1,-0.0161882352299895,0.0348913654206041,0.95
"1180",192,1,9600,1.1,0.0153991652278094,0.0299099949425684,0.99
"1181",193,1,9650,1.1,-0.0240862254077061,0.035812174537969,0.96
"1182",194,1,9700,1.1,-0.0194627317344301,0.0324049993010764,0.97
"1183",195,1,9750,1.1,-0.0121797855662283,0.028868298722849,0.95
"1184",196,1,9800,1.1,-0.00752914360512308,0.0265195465540322,0.96
"1185",197,1,9850,1.1,-0.00756638238094209,0.0235776000538072,1
"1186",198,1,9900,1.1,0.0249407554332679,0.0317083672154811,0.96
"1187",199,1,9950,1.1,-0.0254395132585274,0.0418715454244465,0.93
"1188",200,1,10000,1.1,0.001632193139666,0.026366659614304,0.99
"1189",3,329,9990,1.3,0.0101215129792531,0.961048132973712,0.54
"1190",4,246,10000,1.3,0.162087256162525,0.658427390876936,0.63
"1191",5,196,10000,1.3,-0.0984004335494847,0.418107929227734,0.76
"1192",6,162,9960,1.3,-0.0258534167902946,0.418120158668515,0.79
"1193",7,138,9940,1.3,0.0929849660050936,0.41792577570789,0.74
"1194",8,121,10000,1.3,0.0414662735811202,0.223628620504721,0.89
"1195",9,107,9990,1.3,0.0577624222708102,0.25109518442243,0.85
"1196",10,96,10000,1.3,0.064326761980192,0.2071633643753,0.88
"1197",11,86,9900,1.3,-0.023999491671323,0.205275775249724,0.93
"1198",12,79,9960,1.3,-0.0284050865281384,0.198788657614664,0.86
"1199",13,72,9880,1.3,0.0849968483522902,0.158703971058332,0.92
"1200",14,67,9940,1.3,0.04278931419449,0.109838647956534,0.99
"1201",15,62,9900,1.3,-0.0386358067569786,0.136495321267619,0.93
"1202",16,58,9920,1.3,0.0678558889921798,0.133089288351746,0.91
"1203",17,54,9860,1.3,-0.00122800528681649,0.107303047722569,0.94
"1204",18,51,9900,1.3,0.0491946037223984,0.169601863602343,0.87
"1205",19,48,9880,1.3,0.0206494969567752,0.122777644201881,0.87
"1206",20,46,10000,1.3,0.0147390656718057,0.132079740198471,0.87
"1207",21,43,9870,1.3,-0.00406758677669611,0.115517572874932,0.95
"1208",22,41,9900,1.3,0.0404813544539445,0.0942856861810174,0.95
"1209",23,39,9890,1.3,-0.017441722648552,0.110207341053252,0.93
"1210",24,37,9840,1.3,0.0451927559958712,0.0919962447539185,0.95
"1211",25,36,10000,1.3,0.0167071139720959,0.100168440780321,0.94
"1212",26,34,9880,1.3,-0.0358880402806301,0.0836510215681807,0.94
"1213",27,33,9990,1.3,-0.04724960541601,0.0622802441366605,0.95
"1214",28,31,9800,1.3,0.0420866666236651,0.0851897329501666,0.92
"1215",29,30,9860,1.3,0.0143728822542134,0.0697740602646561,0.95
"1216",30,29,9900,1.3,0.0061346934588723,0.0779730454008518,0.93
"1217",31,28,9920,1.3,-0.0082940135515539,0.0646696987641133,0.94
"1218",32,27,9920,1.3,0.0160781911066399,0.0819837580565912,0.92
"1219",33,26,9900,1.3,-0.00613318327318724,0.0725581912831069,0.95
"1220",34,25,9860,1.3,0.00270105446957758,0.0753305460176509,0.91
"1221",35,24,9800,1.3,0.0142438605993511,0.0750652427101737,0.92
"1222",36,23,9720,1.3,-0.0120741440028893,0.0601988176269148,0.92
"1223",37,23,9990,1.3,-0.0492568692981533,0.0701994934344592,0.93
"1224",38,22,9880,1.3,0.0326719612242556,0.0503780257759083,0.96
"1225",39,21,9750,1.3,0.036252536287668,0.0648480899981908,0.93
"1226",40,21,10000,1.3,0.0299684033623263,0.061323202310419,0.95
"1227",41,20,9840,1.3,0.0155903806070609,0.0434527392416003,0.96
"1228",42,19,9660,1.3,0.00528059263059155,0.0488879900778508,0.96
"1229",43,19,9890,1.3,-0.0644590757173548,0.0544256094025212,0.92
"1230",44,18,9680,1.3,0.0295791549853208,0.0408084154127208,0.98
"1231",45,18,9900,1.3,-0.00924233734112456,0.0457943169182405,0.97
"1232",46,17,9660,1.3,0.0069796678550702,0.043504548548217,0.95
"1233",47,17,9870,1.3,0.034694329990526,0.0564442988506699,0.93
"1234",48,16,9600,1.3,0.0204424268756032,0.0382911262677343,0.98
"1235",49,16,9800,1.3,-0.026432477889814,0.0448984632587562,0.94
"1236",50,16,10000,1.3,-0.0308248544429797,0.0530833045258785,0.9
"1237",51,15,9690,1.3,-2.42496488633837e-06,0.0349395844120055,0.96
"1238",52,15,9880,1.3,-0.0113945940217416,0.0493063080878443,0.93
"1239",53,14,9540,1.3,0.00130654509573236,0.068156469951125,0.89
"1240",54,14,9720,1.3,0.00172089391150398,0.0417017288806925,0.94
"1241",55,14,9900,1.3,0.00578389407277835,0.0512138064870474,0.91
"1242",56,13,9520,1.3,0.00206295976349813,0.0363231107428182,0.98
"1243",57,13,9690,1.3,0.0270290711038549,0.0465833299688726,0.95
"1244",58,13,9860,1.3,0.00402873640304313,0.0368539280999014,0.96
"1245",59,12,9440,1.3,0.0129295440554693,0.0332938077650364,0.97
"1246",60,12,9600,1.3,0.0307385553981243,0.0376715176354284,0.94
"1247",61,12,9760,1.3,3.45522046101276e-05,0.0342141078985887,0.95
"1248",62,12,9920,1.3,0.00504072164725111,0.0367826169713981,0.93
"1249",63,11,9450,1.3,0.0102224639150834,0.046730321920935,0.91
"1250",64,11,9600,1.3,-0.0520050410867929,0.0410833799758189,0.94
"1251",65,11,9750,1.3,0.00877574016822402,0.0334082260102759,0.97
"1252",66,11,9900,1.3,0.0153008057800054,0.0431810224517849,0.93
"1253",67,10,9380,1.3,-0.0110823127634985,0.0391993845185459,0.96
"1254",68,10,9520,1.3,-0.0100914419033959,0.0397846349014716,0.95
"1255",69,10,9660,1.3,0.00617905389030959,0.0351583231660997,0.94
"1256",70,10,9800,1.3,-0.0269046501786952,0.0439533088138917,0.91
"1257",71,10,9940,1.3,-0.0206315180150152,0.0345074023161396,0.94
"1258",72,9,9360,1.3,-0.0206688322247947,0.0471304459252384,0.89
"1259",73,9,9490,1.3,0.00985107734544599,0.0371120460210425,0.9
"1260",74,9,9620,1.3,-0.0290382294141537,0.0434059001305095,0.91
"1261",75,9,9750,1.3,-0.0038706585797661,0.0381071035781199,0.94
"1262",76,9,9880,1.3,-0.00274518546579422,0.0296365118395582,0.94
"1263",77,8,9240,1.3,0.00605415664643638,0.0281438391819986,0.99
"1264",78,8,9360,1.3,-0.0117242552104529,0.0301658214792684,0.95
"1265",79,8,9480,1.3,-0.00248131231170073,0.0358357145214267,0.96
"1266",80,8,9600,1.3,0.00772541253818304,0.0418794446090347,0.91
"1267",81,8,9720,1.3,0.0099795279289524,0.0329311389981832,0.97
"1268",82,8,9840,1.3,-0.0112018722450548,0.0320745882753525,0.95
"1269",83,8,9960,1.3,-0.0177603658205764,0.032561973051188,0.94
"1270",84,7,9240,1.3,-0.00911811962224673,0.0358573704161116,0.94
"1271",85,7,9350,1.3,-0.0187959388487129,0.038910159770458,0.93
"1272",86,7,9460,1.3,0.00375257452488598,0.024432926907157,0.97
"1273",87,7,9570,1.3,-0.00493187684687257,0.037550903349605,0.93
"1274",88,7,9680,1.3,-0.0118088969123986,0.032766695577099,0.93
"1275",89,7,9790,1.3,-0.00391190708363026,0.0376313359362191,0.92
"1276",90,7,9900,1.3,-0.0284678975300994,0.0297134218259585,0.94
"1277",91,6,9100,1.3,-0.0310618191740005,0.0392699768251446,0.91
"1278",92,6,9200,1.3,-0.00995964062107374,0.0285618569439937,0.93
"1279",93,6,9300,1.3,0.0181952498098437,0.0321408283413559,0.93
"1280",94,6,9400,1.3,0.0115361027304419,0.0319281239370272,0.94
"1281",95,6,9500,1.3,-0.0361150245725913,0.0316708315318991,0.97
"1282",96,6,9600,1.3,0.0055505114651776,0.0278724833439819,0.97
"1283",97,6,9700,1.3,0.0190672876771539,0.0246148344604561,1
"1284",98,6,9800,1.3,-0.015698727625814,0.0289156323392787,0.96
"1285",99,6,9900,1.3,-0.0325839077110474,0.0271524777845305,0.97
"1286",100,6,10000,1.3,0.0148864099535139,0.0296246755932117,0.92
"1287",101,5,9090,1.3,0.00530077767487191,0.0250318771073787,0.96
"1288",102,5,9180,1.3,0.00595564275103388,0.0307533657954773,0.94
"1289",103,5,9270,1.3,0.00785664215667581,0.0326532764173614,0.95
"1290",104,5,9360,1.3,-0.00623658831632307,0.0228101436843767,0.97
"1291",105,5,9450,1.3,-0.013408144341212,0.0273683701632635,0.94
"1292",106,5,9540,1.3,0.0177411507641839,0.0330475142349573,0.96
"1293",107,5,9630,1.3,-0.0244865200028609,0.0303294882305312,0.94
"1294",108,5,9720,1.3,-0.00368095912379884,0.0260296731367648,0.97
"1295",109,5,9810,1.3,0.0164265992361398,0.0277993966792571,0.96
"1296",110,5,9900,1.3,0.0231929369601833,0.0382165394577959,0.89
"1297",111,5,9990,1.3,-0.00980269001901846,0.0272368125828981,0.94
"1298",112,4,8960,1.3,0.0204061640455835,0.0305637719592918,0.95
"1299",113,4,9040,1.3,-0.0287259068902023,0.0318586137726988,0.94
"1300",114,4,9120,1.3,-0.00580378892999778,0.0339922613747789,0.94
"1301",115,4,9200,1.3,0.0118960280242282,0.02771391810191,0.96
"1302",116,4,9280,1.3,0.00773112415605104,0.0292428675650193,0.96
"1303",117,4,9360,1.3,0.0156640730904483,0.0274531406680079,0.96
"1304",118,4,9440,1.3,-0.00527835717363734,0.025890462267332,0.97
"1305",119,4,9520,1.3,0.0223569965173355,0.0281114070579982,0.94
"1306",120,4,9600,1.3,0.0369766691226986,0.0218484607994596,0.97
"1307",121,4,9680,1.3,-0.011862436312609,0.0276095824989891,0.96
"1308",122,4,9760,1.3,-0.0195228529346044,0.0250970734524415,0.97
"1309",123,4,9840,1.3,0.0188579161691341,0.0236553869687226,0.97
"1310",124,4,9920,1.3,0.00249290105947009,0.0280908407531213,0.93
"1311",125,4,10000,1.3,0.00157949359884701,0.0213286602060462,0.97
"1312",126,3,8820,1.3,-0.0109222665569624,0.0214916752380898,0.99
"1313",127,3,8890,1.3,0.0104289933176742,0.0366260824286488,0.93
"1314",128,3,8960,1.3,-0.0146496571979229,0.020746534008852,0.98
"1315",129,3,9030,1.3,-0.0221995725871598,0.0276128281227156,0.94
"1316",130,3,9100,1.3,0.00790426568188196,0.025427500916373,0.97
"1317",131,3,9170,1.3,0.00811205543383609,0.0320574647139702,0.93
"1318",132,3,9240,1.3,0.00171539263629361,0.0228879582351155,0.95
"1319",133,3,9310,1.3,0.0234638074827952,0.0295847875753616,0.93
"1320",134,3,9380,1.3,-0.0139251316039541,0.0286409964793017,0.96
"1321",135,3,9450,1.3,-0.0253984278529987,0.0283663816594195,0.94
"1322",136,3,9520,1.3,0.0132282907393754,0.0274411446893267,0.96
"1323",137,3,9590,1.3,-0.00481642474873567,0.0241000262616751,0.96
"1324",138,3,9660,1.3,-0.00453212400974656,0.0235479952486026,0.96
"1325",139,3,9730,1.3,0.0127903954545184,0.0160734491625953,0.99
"1326",140,3,9800,1.3,-0.01238705033378,0.0258838779568086,0.94
"1327",141,3,9870,1.3,-8.30879367205717e-05,0.0400334889197598,0.86
"1328",142,3,9940,1.3,0.00252070464677023,0.0329103930423177,0.91
"1329",143,2,8580,1.3,-0.0204938128314382,0.0230127603091216,0.98
"1330",144,2,8640,1.3,0.00597858483532698,0.0298125497440503,0.96
"1331",145,2,8700,1.3,-0.0101931753882086,0.0340879077674321,0.96
"1332",146,2,8760,1.3,0.0114185218458255,0.0369736533080378,0.92
"1333",147,2,8820,1.3,-0.00344474668341904,0.0304910708888159,0.96
"1334",148,2,8880,1.3,0.015629789103501,0.0303949538028069,0.96
"1335",149,2,8940,1.3,0.0100844778120905,0.0329127508822619,0.92
"1336",150,2,9000,1.3,0.0170253181726783,0.032481221369122,0.9
"1337",151,2,9060,1.3,-0.0115751062463329,0.0304683678762139,0.94
"1338",152,2,9120,1.3,-0.00467697273863871,0.0226123322609202,0.98
"1339",153,2,9180,1.3,-0.0162830704901876,0.0352780161340882,0.96
"1340",154,2,9240,1.3,0.00536102231071622,0.0306952962594676,0.94
"1341",155,2,9300,1.3,-0.00327756913166777,0.038235696976517,0.9
"1342",156,2,9360,1.3,-0.0210295333209437,0.0300695124074251,0.95
"1343",157,2,9420,1.3,0.00843660068660956,0.0310220717928405,0.94
"1344",158,2,9480,1.3,0.00868023136931972,0.0286382557255633,0.92
"1345",159,2,9540,1.3,0.00197605639036935,0.0333854682397461,0.94
"1346",160,2,9600,1.3,0.00820972940179265,0.023778836867042,0.97
"1347",161,2,9660,1.3,0.0129344922020783,0.0312315448820463,0.94
"1348",162,2,9720,1.3,0.0123352454877634,0.029794359146362,0.94
"1349",163,2,9780,1.3,-0.0131620021055041,0.0328099813847792,0.93
"1350",164,2,9840,1.3,-0.00184646836233382,0.029553002594705,0.93
"1351",165,2,9900,1.3,0.0219406586991858,0.0277640885965507,0.95
"1352",166,2,9960,1.3,0.0131229201948395,0.0232292987486674,0.95
"1353",167,1,8350,1.3,0.00267430110724443,0.0432530783575351,0.94
"1354",168,1,8400,1.3,0.00555600925167998,0.0478273838222411,0.95
"1355",169,1,8450,1.3,0.00440159699245624,0.0377595389673522,0.96
"1356",170,1,8500,1.3,-0.0089264038364365,0.0468035728369426,0.93
"1357",171,1,8550,1.3,0.0337246883725676,0.0442198640934557,0.92
"1358",172,1,8600,1.3,-0.0161678396185789,0.046237365382688,0.92
"1359",173,1,8650,1.3,-0.00767623073129581,0.0437445485796577,0.93
"1360",174,1,8700,1.3,-0.00236282573149416,0.036586980023566,0.98
"1361",175,1,8750,1.3,-0.0141257011291972,0.0395740368151029,0.95
"1362",176,1,8800,1.3,0.0142662758818272,0.0362678651740336,0.96
"1363",177,1,8850,1.3,-0.0055075333968288,0.0341678921728314,0.96
"1364",178,1,8900,1.3,-0.00088277847509094,0.0405411548398694,0.96
"1365",179,1,8950,1.3,0.0218016555528434,0.0391560088638121,0.94
"1366",180,1,9000,1.3,-0.0266622353321982,0.0508392231444652,0.91
"1367",181,1,9050,1.3,-0.00405030553085806,0.0444252927804764,0.91
"1368",182,1,9100,1.3,-0.016809743282855,0.0337564922849806,0.97
"1369",183,1,9150,1.3,0.0211641918397417,0.0454762941814315,0.95
"1370",184,1,9200,1.3,0.0389497932114647,0.0419701165983874,0.95
"1371",185,1,9250,1.3,-0.0236271869738358,0.0452289650413502,0.95
"1372",186,1,9300,1.3,-0.00697764944250479,0.0357623924693704,0.96
"1373",187,1,9350,1.3,0.011769513353409,0.0369812006285619,0.93
"1374",188,1,9400,1.3,0.0064600771343859,0.0389353798900968,0.94
"1375",189,1,9450,1.3,-0.0185178297892556,0.0401546355712218,0.96
"1376",190,1,9500,1.3,0.0062719559836546,0.0419034539264015,0.94
"1377",191,1,9550,1.3,0.0379293705027878,0.0329694976859575,0.95
"1378",192,1,9600,1.3,-0.0247562181431079,0.0370336199218345,0.96
"1379",193,1,9650,1.3,0.0171364102706748,0.0484332466484694,0.9
"1380",194,1,9700,1.3,0.0139024592273183,0.0332043974570732,0.95
"1381",195,1,9750,1.3,-0.0022660161340235,0.0340966691685916,0.95
"1382",196,1,9800,1.3,-0.0199511897812419,0.0324090909721029,0.92
"1383",197,1,9850,1.3,0.0125973166438638,0.0341195117821906,0.92
"1384",198,1,9900,1.3,0.010133253718183,0.037119186413707,0.97
"1385",199,1,9950,1.3,-0.000583286328328825,0.0357411832922499,0.95
"1386",200,1,10000,1.3,0.00331212671013381,0.0315585751098592,0.95
"1387",3,329,9990,1.5,0.158219437410651,0.627310427897448,0.47
"1388",4,246,10000,1.5,0.202536950599306,0.754548881939305,0.59
"1389",5,196,10000,1.5,0.0111681983932465,0.477093458842257,0.62
"1390",6,162,9960,1.5,-0.0416036317317582,0.36471679862438,0.79
"1391",7,138,9940,1.5,0.050174599982177,0.235306077181683,0.88
"1392",8,121,10000,1.5,0.0304160994337753,0.341840888074438,0.85
"1393",9,107,9990,1.5,-0.0111166657252824,0.252894051706859,0.88
"1394",10,96,10000,1.5,-0.0209773786369681,0.15076408806075,0.91
"1395",11,86,9900,1.5,-0.0405499927482508,0.222919947506689,0.88
"1396",12,79,9960,1.5,0.0577390299106697,0.21262262412653,0.87
"1397",13,72,9880,1.5,-0.0802794342920058,0.183856063630929,0.88
"1398",14,67,9940,1.5,-0.0123025743631916,0.118956083471182,0.94
"1399",15,62,9900,1.5,0.00345320636368807,0.137342585868864,0.91
"1400",16,58,9920,1.5,-0.0255721670211428,0.152939214602587,0.93
"1401",17,54,9860,1.5,0.0611980050482726,0.139504700197006,0.93
"1402",18,51,9900,1.5,0.058061832004955,0.13315669802736,0.91
"1403",19,48,9880,1.5,0.074557813022168,0.108907451986638,0.93
"1404",20,46,10000,1.5,-0.00830703430557367,0.118183921970808,0.92
"1405",21,43,9870,1.5,-0.0108979741676115,0.127755462555167,0.92
"1406",22,41,9900,1.5,0.0402932893661905,0.0876978734041931,0.92
"1407",23,39,9890,1.5,0.00103799937547455,0.0933989786582499,0.94
"1408",24,37,9840,1.5,0.0350051816868814,0.0892214972496336,0.95
"1409",25,36,10000,1.5,0.00134230603494467,0.0907900928973786,0.94
"1410",26,34,9880,1.5,-0.0305077020181527,0.104685215176249,0.89
"1411",27,33,9990,1.5,-0.00875100868922996,0.0782243666910339,0.96
"1412",28,31,9800,1.5,0.0362297701593973,0.0827493126153998,0.94
"1413",29,30,9860,1.5,-0.00366919339295235,0.0758893067369073,0.94
"1414",30,29,9900,1.5,0.0300414498735634,0.0747962707189559,0.96
"1415",31,28,9920,1.5,-0.0150729077725684,0.0857132441811627,0.92
"1416",32,27,9920,1.5,0.00381309428884113,0.0640006537549187,0.94
"1417",33,26,9900,1.5,-0.018399519853097,0.0538108758645276,0.97
"1418",34,25,9860,1.5,0.0216985742347034,0.0650027154843164,0.96
"1419",35,24,9800,1.5,0.000949326275247464,0.0565386235746609,0.97
"1420",36,23,9720,1.5,0.0122489313990032,0.056181540990615,0.96
"1421",37,23,9990,1.5,0.0433166753755097,0.0662876408002768,0.92
"1422",38,22,9880,1.5,0.0374638297304286,0.0815536785958282,0.89
"1423",39,21,9750,1.5,-0.042513947099671,0.0534541324574633,0.96
"1424",40,21,10000,1.5,-0.0167065849103218,0.0566102015536879,0.96
"1425",41,20,9840,1.5,-0.0109226877692318,0.0530231496162638,0.94
"1426",42,19,9660,1.5,-0.0027494195547309,0.0656445664979794,0.95
"1427",43,19,9890,1.5,0.00471106496860196,0.0742541908059157,0.87
"1428",44,18,9680,1.5,0.0158600310596572,0.054327593790818,0.95
"1429",45,18,9900,1.5,-0.0113065797203049,0.0598965789818786,0.94
"1430",46,17,9660,1.5,-0.00742562307669431,0.067297621815809,0.87
"1431",47,17,9870,1.5,-0.0240153929377073,0.0517401103036898,0.92
"1432",48,16,9600,1.5,-0.00701644376646188,0.052483749907302,0.91
"1433",49,16,9800,1.5,0.0558997791993256,0.0447237872020154,0.93
"1434",50,16,10000,1.5,-0.0372971136425778,0.0602748981316628,0.95
"1435",51,15,9690,1.5,0.0272553761737706,0.0560273821317499,0.94
"1436",52,15,9880,1.5,0.00373456938673389,0.0413656003437426,0.96
"1437",53,14,9540,1.5,0.000535351274516427,0.0513396591857038,0.92
"1438",54,14,9720,1.5,0.000303921641760629,0.0433153608418419,0.93
"1439",55,14,9900,1.5,-0.0120427191790342,0.0411879149475412,0.95
"1440",56,13,9520,1.5,-0.0370023546530822,0.0528996191855555,0.91
"1441",57,13,9690,1.5,0.00436664751601923,0.0466405196661676,0.94
"1442",58,13,9860,1.5,0.023568721757863,0.0413981463244904,0.96
"1443",59,12,9440,1.5,0.0241207537132597,0.046300271196203,0.94
"1444",60,12,9600,1.5,0.00891414430218329,0.0388171590075325,0.93
"1445",61,12,9760,1.5,0.0341438128465203,0.0505204235351764,0.92
"1446",62,12,9920,1.5,-0.0144272833685489,0.0420056794646825,0.92
