"","G","R","total_cost","sigma2","bias","mse","coverage"
"1483",99,6,9900,1.5,-0.00869774991358663,0.0333485932136985,0.96
"1484",100,6,10000,1.5,-0.00876830495827641,0.0269394446019542,0.95
"1485",101,5,9090,1.5,0.00948030876215211,0.0363364165603645,0.95
"1486",102,5,9180,1.5,0.00792394701147514,0.0203250423382988,0.99
"1487",103,5,9270,1.5,0.00947986491225827,0.0290865376180482,0.95
"1488",104,5,9360,1.5,0.00348365333199541,0.0262901247264902,0.96
"1489",105,5,9450,1.5,0.0371517185338335,0.0415776400706447,0.92
"1490",106,5,9540,1.5,-0.00337155308548187,0.0372048102980709,0.93
"1491",107,5,9630,1.5,-0.00292118572852268,0.0262118860214895,0.97
"1492",108,5,9720,1.5,-0.00781396013177699,0.0280699045059672,0.96
"1493",109,5,9810,1.5,-0.00339582268958927,0.0275981387661072,0.94
"1494",110,5,9900,1.5,0.0485044519026214,0.0345422755934601,0.94
"1495",111,5,9990,1.5,-0.0217949965357924,0.0284230257561872,0.96
"1496",112,4,8960,1.5,0.000516604570202417,0.0320708684848857,0.97
"1497",113,4,9040,1.5,-0.0390255902160885,0.0359011638833863,0.9
"1498",114,4,9120,1.5,0.000503459012100582,0.0347673071346895,0.93
"1499",115,4,9200,1.5,0.00660259053719847,0.0311140890248689,0.97
"1500",116,4,9280,1.5,0.0244319474002792,0.0317095270894735,0.92
"1501",117,4,9360,1.5,-0.0340985380137229,0.0308025057198539,0.94
"1502",118,4,9440,1.5,0.000107233860853873,0.0308663917045757,0.95
"1503",119,4,9520,1.5,0.00855875955109386,0.0291970556138336,0.97
"1504",120,4,9600,1.5,-0.0149171725744721,0.0358376856294881,0.93
"1505",121,4,9680,1.5,0.00555625493681977,0.0271793091113942,0.97
"1506",122,4,9760,1.5,-0.00358370722518941,0.0324583529216266,0.94
"1507",123,4,9840,1.5,0.0112690342196273,0.0256307969489524,0.98
"1508",124,4,9920,1.5,-0.0209366800110299,0.0385600206191489,0.93
"1509",125,4,10000,1.5,-0.00685070045966718,0.0280018254132046,0.97
"1510",126,3,8820,1.5,0.00847071105984298,0.0325556399323548,0.91
"1511",127,3,8890,1.5,-0.0107902716401331,0.0309353587045682,0.94
"1512",128,3,8960,1.5,-0.00219661887272754,0.0276050258092082,0.97
"1513",129,3,9030,1.5,0.0191496987311113,0.0350961096389968,0.94
"1514",130,3,9100,1.5,-0.00305152754237165,0.0373405670764144,0.9
"1515",131,3,9170,1.5,0.00406101666745751,0.0357044076077072,0.95
"1516",132,3,9240,1.5,-0.00862615916531106,0.0226842204180223,0.98
"1517",133,3,9310,1.5,-0.0102958761270758,0.0410405033330893,0.92
"1518",134,3,9380,1.5,-0.0267605118146553,0.0299614622629997,0.97
"1519",135,3,9450,1.5,0.0205795473800857,0.0314233613669096,0.97
"1520",136,3,9520,1.5,0.0117944047531011,0.0346296959226221,0.91
"1521",137,3,9590,1.5,-0.00843203701439166,0.0336002309466605,0.94
"1522",138,3,9660,1.5,-0.00548363998375173,0.0269158274946742,0.91
"1523",139,3,9730,1.5,0.0128040757124195,0.032348824666975,0.95
"1524",140,3,9800,1.5,0.0209664043601785,0.0273583644187934,0.94
"1525",141,3,9870,1.5,0.0187797483372316,0.0258564866307199,0.96
"1526",142,3,9940,1.5,0.0045620712520672,0.0289422814583788,0.95
"1527",143,2,8580,1.5,0.00697224640137417,0.0431391257806944,0.86
"1528",144,2,8640,1.5,0.00382997015719955,0.0286276314521607,0.95
"1529",145,2,8700,1.5,-0.0157532987450599,0.0315590150781904,0.96
"1530",146,2,8760,1.5,-0.00396667318268201,0.0324740502666684,0.95
"1531",147,2,8820,1.5,0.0229350573412884,0.0344797925101582,0.96
"1532",148,2,8880,1.5,0.00482910551263771,0.02788969663665,0.96
"1533",149,2,8940,1.5,0.00831289165680626,0.0397129215240658,0.93
"1534",150,2,9000,1.5,-0.00024464504511712,0.0312848438525994,0.97
"1535",151,2,9060,1.5,-0.0249143125276659,0.0333004066554381,0.96
"1536",152,2,9120,1.5,0.0134978120255919,0.0310308398148493,0.95
"1537",153,2,9180,1.5,0.0391810515629156,0.0272027006687373,0.95
"1538",154,2,9240,1.5,-0.00683507459367677,0.0281517990396681,0.97
"1539",155,2,9300,1.5,0.0114305284948837,0.02522741751051,0.97
"1540",156,2,9360,1.5,0.0226091421640597,0.0314535064917061,0.94
"1541",157,2,9420,1.5,0.0359280413625388,0.0325316779313363,0.96
"1542",158,2,9480,1.5,-0.0162201653498456,0.0337677410761677,0.96
"1543",159,2,9540,1.5,0.00555383646480434,0.0275599783189351,0.95
"1544",160,2,9600,1.5,0.0183787221960976,0.0275252856386408,0.95
"1545",161,2,9660,1.5,-0.00246567425884403,0.0362160109916671,0.94
"1546",162,2,9720,1.5,0.0259964794253879,0.0306626788990856,0.94
"1547",163,2,9780,1.5,0.0364745266571093,0.0262738353383871,0.97
"1548",164,2,9840,1.5,-0.0186063826859788,0.0260325834622393,0.96
"1549",165,2,9900,1.5,0.0361702234049508,0.0296035486706539,0.96
"1550",166,2,9960,1.5,-0.0162340931249586,0.0316845516100952,0.96
"1551",167,1,8350,1.5,-0.00374131237546865,0.0580529188836214,0.93
"1552",168,1,8400,1.5,0.00972522851294466,0.0421062836674317,0.97
"1553",169,1,8450,1.5,-0.00650550737638306,0.0437713698983893,0.96
"1554",170,1,8500,1.5,-0.00655920759408912,0.0437535676252269,0.97
"1555",171,1,8550,1.5,-0.0507262410244126,0.0448931824456027,0.94
"1556",172,1,8600,1.5,0.0088459653527948,0.046476016384602,0.96
"1557",173,1,8650,1.5,-0.026448980379941,0.0340668774458,0.97
"1558",174,1,8700,1.5,0.00795252044413575,0.0385006977027308,0.98
"1559",175,1,8750,1.5,-0.0156975839887121,0.0361640959358194,0.97
"1560",176,1,8800,1.5,0.0333204968614373,0.0334685461062901,0.96
"1561",177,1,8850,1.5,0.00267251029583182,0.0414051193276755,0.95
"1562",178,1,8900,1.5,-0.0200451706237851,0.0440425498690025,0.94
"1563",179,1,8950,1.5,-0.0132736398271665,0.0430185469168783,0.95
"1564",180,1,9000,1.5,-0.0329487015723433,0.0342775163224238,1
"1565",181,1,9050,1.5,0.0232223845197882,0.0457800748406639,0.94
"1566",182,1,9100,1.5,0.0265200094558931,0.040385432141481,0.96
"1567",183,1,9150,1.5,-0.00824271845548191,0.0502286337032041,0.94
"1568",184,1,9200,1.5,0.00514729078122611,0.0303458548409717,0.98
"1569",185,1,9250,1.5,0.0029944915343626,0.0480761210212651,0.94
"1570",186,1,9300,1.5,-0.0114488642350978,0.0490641475703595,0.96
"1571",187,1,9350,1.5,-0.0257197089246025,0.0444383838817667,0.96
"1572",188,1,9400,1.5,-0.0111551122292022,0.0423674756071793,0.95
"1573",189,1,9450,1.5,0.00501242697328719,0.0468112862086653,0.94
"1574",190,1,9500,1.5,-0.01179220785435,0.0459972853650248,0.91
"1575",191,1,9550,1.5,-0.00607844999358143,0.0401095498659646,0.93
"1576",192,1,9600,1.5,0.018995469412856,0.0483323791009551,0.92
"1577",193,1,9650,1.5,-0.0226318604020169,0.0407799078533616,0.92
"1578",194,1,9700,1.5,0.0215725324162155,0.0389706863071203,0.96
"1579",195,1,9750,1.5,-0.0213604291386953,0.0426312403686247,0.95
"1580",196,1,9800,1.5,-0.024555403015489,0.0432402435390054,0.92
"1581",197,1,9850,1.5,0.0116482348484512,0.0444093806438757,0.97
"1582",198,1,9900,1.5,0.00756811156969772,0.0365463881694282,0.96
"1583",199,1,9950,1.5,-0.00845642369103411,0.0384777692969947,0.98
"1584",200,1,10000,1.5,0.0239332203873153,0.0395015505779992,0.96
"1585",3,329,9990,1.7,0.0235789962369327,0.729352201503956,0.54
"1586",4,246,10000,1.7,-0.0482704759867607,0.715257235166379,0.61
"1587",5,196,10000,1.7,-0.0121472354778014,0.44356476044936,0.76
"1588",6,162,9960,1.7,-0.00580012993616108,0.478155635952945,0.73
"1589",7,138,9940,1.7,0.00645817313567032,0.322613189740885,0.72
"1590",8,121,10000,1.7,0.120466139731047,0.263455872884536,0.84
"1591",9,107,9990,1.7,-0.001224499782216,0.25807596681094,0.84
"1592",10,96,10000,1.7,-0.0425102301085051,0.216148791467682,0.9
"1593",11,86,9900,1.7,-0.0280725137187318,0.186514661791226,0.88
"1594",12,79,9960,1.7,-0.0394999367735936,0.173628405602462,0.88
"1595",13,72,9880,1.7,-0.00172304487995345,0.211604352231917,0.84
"1596",14,67,9940,1.7,-0.0271504299782293,0.140533503279503,0.94
"1597",15,62,9900,1.7,-0.0571738877919239,0.152530418715619,0.91
"1598",16,58,9920,1.7,-0.0436855725898452,0.139654863178228,0.94
"1599",17,54,9860,1.7,-0.0144898455657319,0.161205111479566,0.87
"1600",18,51,9900,1.7,0.00191058469054672,0.151250926690604,0.89
"1601",19,48,9880,1.7,-0.00833746055610052,0.101470565161508,0.94
"1602",20,46,10000,1.7,-0.0095730903553794,0.133655484628819,0.91
"1603",21,43,9870,1.7,-0.041974421952556,0.108540793808321,0.92
"1604",22,41,9900,1.7,-0.017922275085591,0.0935814957806184,0.95
"1605",23,39,9890,1.7,0.00445639165144052,0.0951000374613729,0.95
"1606",24,37,9840,1.7,0.00384922094981988,0.0860979435654853,0.93
"1607",25,36,10000,1.7,0.0325136377927122,0.0799162392586454,0.95
"1608",26,34,9880,1.7,0.0185143717009391,0.0767426179533437,0.95
"1609",27,33,9990,1.7,0.00237633077299171,0.0817728708756887,0.95
"1610",28,31,9800,1.7,0.0282457609198846,0.0771129384608466,0.96
"1611",29,30,9860,1.7,-0.00222765159353389,0.0810316850235014,0.95
"1612",30,29,9900,1.7,0.0231459484733528,0.0922475951250052,0.85
"1613",31,28,9920,1.7,-0.0359502910444718,0.0748968704728428,0.97
"1614",32,27,9920,1.7,-0.00697358644094537,0.0774249680492831,0.91
"1615",33,26,9900,1.7,-0.0488334819686096,0.0771842131983378,0.91
"1616",34,25,9860,1.7,-0.0498482306453906,0.107562210367278,0.88
"1617",35,24,9800,1.7,0.00991563909138893,0.0629706496913218,0.94
"1618",36,23,9720,1.7,-0.0364748918584962,0.0630200344129605,0.94
"1619",37,23,9990,1.7,-0.0347779293584941,0.0631936540253557,0.92
"1620",38,22,9880,1.7,-0.021117134701604,0.0745412538514769,0.92
"1621",39,21,9750,1.7,0.036208163934874,0.0522311281056069,0.97
"1622",40,21,10000,1.7,0.00096604695857927,0.044775706480152,0.97
"1623",41,20,9840,1.7,0.00558245473673569,0.0615453092873871,0.91
"1624",42,19,9660,1.7,0.0102230141679015,0.0706969243624725,0.95
"1625",43,19,9890,1.7,-0.0324634999852536,0.0644848565913451,0.89
"1626",44,18,9680,1.7,-0.0370135184497098,0.0517783096564815,0.93
"1627",45,18,9900,1.7,-0.0222736336582458,0.0441048813621862,0.96
"1628",46,17,9660,1.7,-0.00214337451148172,0.0443068174235287,0.97
"1629",47,17,9870,1.7,0.0388504298701198,0.0391691329159173,0.97
"1630",48,16,9600,1.7,0.0256522075582424,0.0551340743955209,0.93
"1631",49,16,9800,1.7,-0.0145382442410711,0.0417447082446664,0.98
"1632",50,16,10000,1.7,-0.0213371763727491,0.0504109258424221,0.94
"1633",51,15,9690,1.7,0.00939569252302541,0.0477609320531958,0.95
"1634",52,15,9880,1.7,0.0251113268326892,0.0434918756247383,0.96
"1635",53,14,9540,1.7,0.0154769965486198,0.0474199658472695,0.94
"1636",54,14,9720,1.7,0.00985573936303186,0.0396354672637014,0.95
"1637",55,14,9900,1.7,0.0146832561753023,0.0391886087957754,0.96
"1638",56,13,9520,1.7,0.00260148923417991,0.0503567748227009,0.96
"1639",57,13,9690,1.7,-0.0133510624723226,0.0346633726166931,0.97
"1640",58,13,9860,1.7,-0.00220179472454612,0.039885181619608,0.95
"1641",59,12,9440,1.7,0.0303764965839964,0.0504761141898354,0.95
"1642",60,12,9600,1.7,0.0017275727705599,0.0479505567792553,0.94
"1643",61,12,9760,1.7,0.00777383547723087,0.0403151821428913,0.93
"1644",62,12,9920,1.7,0.0141533678863617,0.0368156261698086,0.99
"1645",63,11,9450,1.7,0.0208608842360291,0.0569168775915958,0.89
"1646",64,11,9600,1.7,0.0278195175310615,0.0467645838291148,0.92
"1647",65,11,9750,1.7,-0.00734359881145247,0.0479909367001769,0.92
"1648",66,11,9900,1.7,-0.0271058867178923,0.0429225683946927,0.94
"1649",67,10,9380,1.7,0.0197379999519034,0.0442145825911905,0.94
"1650",68,10,9520,1.7,0.0393932999359166,0.0479916215289035,0.92
"1651",69,10,9660,1.7,0.00980633297600486,0.0512110044583814,0.92
"1652",70,10,9800,1.7,-0.0241730756247222,0.0361305344100525,0.95
"1653",71,10,9940,1.7,0.0215720816731093,0.0369578378178943,0.94
"1654",72,9,9360,1.7,-0.014666121451464,0.0354174835592094,0.97
"1655",73,9,9490,1.7,0.00152652091361594,0.0412480248625726,0.94
"1656",74,9,9620,1.7,-0.00462745254472746,0.0358317407657366,0.98
"1657",75,9,9750,1.7,0.0122700681853491,0.0308494972480829,0.96
"1658",76,9,9880,1.7,-0.00154431852762632,0.0399244659203852,0.91
"1659",77,8,9240,1.7,-0.0460358248723441,0.0351300457271599,0.94
"1660",78,8,9360,1.7,-0.00738502218413917,0.0317891284501089,0.95
"1661",79,8,9480,1.7,0.0126318943324242,0.0363797282494839,0.95
"1662",80,8,9600,1.7,0.00401148452474009,0.0352981580222274,0.95
"1663",81,8,9720,1.7,0.0153164384333493,0.0335739619322385,0.94
"1664",82,8,9840,1.7,-0.0116789288795316,0.0383052378264163,0.93
"1665",83,8,9960,1.7,-0.018939126602145,0.0400964605136146,0.93
"1666",84,7,9240,1.7,0.0178616223623977,0.0346639025043367,0.93
"1667",85,7,9350,1.7,-0.0159395157372891,0.042908397282834,0.92
"1668",86,7,9460,1.7,-0.01198145617012,0.0385803827415407,0.95
"1669",87,7,9570,1.7,0.0237006557083282,0.032631672688004,0.95
"1670",88,7,9680,1.7,-0.00607408125280723,0.0311668305328329,0.97
"1671",89,7,9790,1.7,0.0128364628691853,0.0343677930026718,0.94
"1672",90,7,9900,1.7,-0.0457773140997975,0.0296621453749251,0.93
"1673",91,6,9100,1.7,0.0163906567663207,0.0382778083619527,0.96
"1674",92,6,9200,1.7,-0.0212758711629115,0.0304045452091946,0.96
"1675",93,6,9300,1.7,-0.0168226474118339,0.0288978342622654,0.95
"1676",94,6,9400,1.7,-0.00863264084874377,0.0354673642980994,0.94
"1677",95,6,9500,1.7,-0.00340446511250081,0.0235040406007957,0.97
"1678",96,6,9600,1.7,-0.0142151845266316,0.0284169399170998,0.98
"1679",97,6,9700,1.7,0.0110496679059547,0.0252788630805088,0.98
"1680",98,6,9800,1.7,-0.0183521310471911,0.0262017335565905,0.98
"1681",99,6,9900,1.7,-0.015264721753811,0.0338450022552078,0.94
"1682",100,6,10000,1.7,-0.00310310379162149,0.0331848531106132,0.95
"1683",101,5,9090,1.7,0.0173506865450538,0.0369043838879061,0.95
"1684",102,5,9180,1.7,0.00476894956897755,0.034295740089274,0.92
"1685",103,5,9270,1.7,0.000232901331170154,0.029254399378419,0.95
"1686",104,5,9360,1.7,-0.0092134189190809,0.0307778834231729,0.96
"1687",105,5,9450,1.7,0.00267632199594925,0.0271958896113286,0.95
"1688",106,5,9540,1.7,0.0124898382245652,0.04120200791848,0.88
"1689",107,5,9630,1.7,0.00334753556849821,0.0244194467522198,0.97
"1690",108,5,9720,1.7,-0.0289485310077559,0.0224831724443673,0.97
"1691",109,5,9810,1.7,-0.00332304109475567,0.0304270335286342,0.94
"1692",110,5,9900,1.7,0.0220661849041949,0.0275416340250686,0.96
"1693",111,5,9990,1.7,0.0183847058963902,0.0304579409466588,0.95
"1694",112,4,8960,1.7,0.0216993791726913,0.0294623306441557,0.93
"1695",113,4,9040,1.7,0.00490887243071236,0.0337861188543419,0.97
"1696",114,4,9120,1.7,0.0126582627346046,0.0265031414428959,0.97
"1697",115,4,9200,1.7,-0.00268253919112982,0.0413675882255776,0.9
"1698",116,4,9280,1.7,-0.00393593321351093,0.0327095844858096,0.95
"1699",117,4,9360,1.7,0.000684313555217475,0.0308273686192778,0.94
"1700",118,4,9440,1.7,-0.00714326504094942,0.0375730559170547,0.92
"1701",119,4,9520,1.7,0.0191612648577889,0.0414147559736805,0.9
"1702",120,4,9600,1.7,0.0254449273391965,0.0333831729187215,0.92
"1703",121,4,9680,1.7,0.0178058059561668,0.0369855006481342,0.93
"1704",122,4,9760,1.7,0.0111604345800295,0.0283135155943492,0.96
"1705",123,4,9840,1.7,-0.0183363848656077,0.0293413620062782,0.93
"1706",124,4,9920,1.7,-0.00800088786093145,0.0264615246458293,0.94
"1707",125,4,10000,1.7,0.0213893416131126,0.0286990807164658,0.94
"1708",126,3,8820,1.7,-0.00569572528811618,0.0294259277403392,0.97
"1709",127,3,8890,1.7,0.0317631300990409,0.0328238618228603,0.97
"1710",128,3,8960,1.7,0.00570048710866722,0.0262372992816603,0.98
"1711",129,3,9030,1.7,-0.00692399107786579,0.0350286795249407,0.95
"1712",130,3,9100,1.7,0.00122652760671482,0.0310931367921718,0.95
"1713",131,3,9170,1.7,-0.00707377732537479,0.031099803710373,0.92
"1714",132,3,9240,1.7,0.0166378118853768,0.0339060097782329,0.95
"1715",133,3,9310,1.7,-0.016797498324443,0.0364142471336341,0.92
"1716",134,3,9380,1.7,-0.0272108729281852,0.0349194229142453,0.93
"1717",135,3,9450,1.7,-0.00685997765157809,0.0294791896030821,0.98
"1718",136,3,9520,1.7,0.0248142343254347,0.0431184266992331,0.88
"1719",137,3,9590,1.7,0.0394404113756086,0.030865127666977,0.95
"1720",138,3,9660,1.7,0.00862505969182648,0.0305765520408806,0.95
"1721",139,3,9730,1.7,0.00339457790186726,0.0416854722875814,0.9
"1722",140,3,9800,1.7,-0.00507361932764228,0.0255112729822365,0.96
"1723",141,3,9870,1.7,0.0315468797535916,0.0292533035215245,0.93
"1724",142,3,9940,1.7,0.00158569903376315,0.0378490332098776,0.93
"1725",143,2,8580,1.7,-0.0356674212685444,0.0349940895166602,0.95
"1726",144,2,8640,1.7,-0.0342842835206379,0.0420242056026315,0.92
"1727",145,2,8700,1.7,-0.0116848581550095,0.0327225104013412,0.97
"1728",146,2,8760,1.7,-0.0378627575021073,0.0292519266984282,0.96
"1729",147,2,8820,1.7,0.0089313608506244,0.0443571986933113,0.93
"1730",148,2,8880,1.7,0.0034216795866916,0.0311312689632696,0.98
"1731",149,2,8940,1.7,-0.00918380534557434,0.0356096992551232,0.94
"1732",150,2,9000,1.7,0.0203200089654199,0.0346528198975303,0.95
"1733",151,2,9060,1.7,0.0217779823670048,0.0327100991672632,0.97
"1734",152,2,9120,1.7,0.00540597099118068,0.029001674873052,0.97
"1735",153,2,9180,1.7,0.0375101169296806,0.0378657983804337,0.95
"1736",154,2,9240,1.7,-0.0186430634382119,0.0362105730134736,0.94
"1737",155,2,9300,1.7,-0.0172451390725936,0.0370118817490864,0.91
"1738",156,2,9360,1.7,0.00190758172875261,0.0339897912664338,0.97
"1739",157,2,9420,1.7,0.00582795723698826,0.025147306340325,0.97
"1740",158,2,9480,1.7,-0.00276904923156568,0.0346129705380293,0.96
"1741",159,2,9540,1.7,-0.0391502311282074,0.038302003541149,0.91
"1742",160,2,9600,1.7,0.000387937694841467,0.0324970343526314,0.97
"1743",161,2,9660,1.7,-0.0115389675249629,0.039102992332556,0.91
"1744",162,2,9720,1.7,-0.00146662554472571,0.0341757806085398,0.94
"1745",163,2,9780,1.7,0.00193908422685474,0.0304578583844112,0.95
"1746",164,2,9840,1.7,-0.00297126251202634,0.0325243601306103,0.94
"1747",165,2,9900,1.7,-0.0304017997315541,0.0347541934427291,0.93
"1748",166,2,9960,1.7,-0.00558170735272479,0.0265481656309283,0.96
"1749",167,1,8350,1.7,-0.0258697886116676,0.0589262631245484,0.93
"1750",168,1,8400,1.7,-0.000905450079441872,0.0569317166537361,0.93
"1751",169,1,8450,1.7,0.0187499481670017,0.0648244372174447,0.94
"1752",170,1,8500,1.7,-0.0210885931788183,0.053015027790473,0.95
"1753",171,1,8550,1.7,0.0311868644394832,0.0516565617331346,0.97
"1754",172,1,8600,1.7,0.00230173875463047,0.0449234350896486,0.94
"1755",173,1,8650,1.7,-0.0290912291724268,0.0422897757586169,0.97
"1756",174,1,8700,1.7,-0.0144641266706636,0.0470011133523533,0.92
"1757",175,1,8750,1.7,0.00518529572800619,0.0429731345962611,0.94
"1758",176,1,8800,1.7,-0.0333725179509619,0.0514288029056521,0.92
"1759",177,1,8850,1.7,-0.00932822843214182,0.0640394766313158,0.91
"1760",178,1,8900,1.7,0.0178124220305658,0.0526206378919516,0.96
"1761",179,1,8950,1.7,0.0334567110717164,0.0567944722365753,0.94
"1762",180,1,9000,1.7,0.037204419300662,0.0522809124967492,0.91
"1763",181,1,9050,1.7,0.0109692112475518,0.0440426075908102,0.96
"1764",182,1,9100,1.7,-0.0111852400533028,0.0486340587228833,0.98
"1765",183,1,9150,1.7,-0.0325732732392646,0.0478704895166857,0.96
"1766",184,1,9200,1.7,0.0137307352466072,0.0477359540110382,0.97
"1767",185,1,9250,1.7,-0.0213256026414402,0.0442298134326579,0.97
"1768",186,1,9300,1.7,0.017644853578912,0.0472706033295673,0.98
"1769",187,1,9350,1.7,0.0376234067229428,0.0427574242672462,0.97
"1770",188,1,9400,1.7,0.00601006279525895,0.0300362573296619,0.99
"1771",189,1,9450,1.7,0.00404087970943012,0.064633209372928,0.89
"1772",190,1,9500,1.7,-0.0178335781361056,0.0605214775967704,0.91
"1773",191,1,9550,1.7,-0.00904868158731809,0.040735813323203,0.96
"1774",192,1,9600,1.7,0.00916415381453595,0.0434784936313719,0.92
"1775",193,1,9650,1.7,-0.0165589696672356,0.0442794046119406,0.95
"1776",194,1,9700,1.7,-0.003799318866267,0.0496886239985179,0.92
"1777",195,1,9750,1.7,0.0474181805715822,0.051871364872538,0.93
"1778",196,1,9800,1.7,-0.0422297586563114,0.0404335972716058,0.95
"1779",197,1,9850,1.7,0.0125640195144224,0.0380839694835252,0.95
"1780",198,1,9900,1.7,-0.027477223158215,0.0407760495250883,0.95
"1781",199,1,9950,1.7,-0.00495549472367507,0.0384036765558459,0.98
"1782",200,1,10000,1.7,-0.00800433708273418,0.0595825054993365,0.91
"1783",3,329,9990,1.9,0.0407606335832799,0.789547240408398,0.5
"1784",4,246,10000,1.9,0.0228039471098711,0.536261527546606,0.59
"1785",5,196,10000,1.9,0.0673295167422625,0.51744097948992,0.73
"1786",6,162,9960,1.9,-0.0788967079382286,0.402051707682566,0.77
"1787",7,138,9940,1.9,-0.0488638974281586,0.303139863886062,0.79
"1788",8,121,10000,1.9,0.0165483366272166,0.216443777898182,0.84
"1789",9,107,9990,1.9,-0.0553838638709269,0.267988770747054,0.88
"1790",10,96,10000,1.9,0.0684714652967083,0.246469188322582,0.9
"1791",11,86,9900,1.9,0.017494089599711,0.192618921606745,0.9
"1792",12,79,9960,1.9,-0.0509564106943424,0.164183896123357,0.94
"1793",13,72,9880,1.9,-0.051692232360048,0.184620365041433,0.92
"1794",14,67,9940,1.9,-0.0413646764078461,0.14903860152848,0.96
"1795",15,62,9900,1.9,-0.00696732513827608,0.15178867655022,0.92
"1796",16,58,9920,1.9,-0.0190801451997192,0.124748265509082,0.93
"1797",17,54,9860,1.9,-0.0188075351483391,0.150709068272127,0.83
"1798",18,51,9900,1.9,0.00487521551067327,0.116854693596877,0.95
"1799",19,48,9880,1.9,-0.0152879833072397,0.118999243375392,0.9
"1800",20,46,10000,1.9,-0.0162826219886873,0.0786019204015225,0.98
"1801",21,43,9870,1.9,0.0249551123545697,0.0986914314565892,0.92
"1802",22,41,9900,1.9,0.055593873707354,0.0826943107175234,0.96
"1803",23,39,9890,1.9,-0.00732859396343283,0.0863542250949779,0.93
"1804",24,37,9840,1.9,-0.0302951264918548,0.0828257704556466,0.94
"1805",25,36,10000,1.9,0.0155653306517761,0.0926068583399267,0.94
"1806",26,34,9880,1.9,0.0109469467672528,0.083856079272313,0.91
"1807",27,33,9990,1.9,-0.00675245894435161,0.0889327016695936,0.91
"1808",28,31,9800,1.9,0.020844884873304,0.0667493585014142,0.95
"1809",29,30,9860,1.9,0.0409406747012828,0.085640553192842,0.89
"1810",30,29,9900,1.9,-0.0270153865628966,0.0760440423919939,0.95
"1811",31,28,9920,1.9,-0.0271937500199323,0.0596577422618238,0.97
"1812",32,27,9920,1.9,0.0431067675499077,0.0701636779010305,0.93
"1813",33,26,9900,1.9,0.00503055101963612,0.0648280096954467,0.95
"1814",34,25,9860,1.9,-0.00548907392332415,0.0845549089345341,0.93
"1815",35,24,9800,1.9,-0.0302114784601066,0.073198773280432,0.94
"1816",36,23,9720,1.9,0.00242300103621751,0.0707798693183111,0.93
"1817",37,23,9990,1.9,-0.0223537882584483,0.0622283674756083,0.92
"1818",38,22,9880,1.9,-0.028911089069472,0.061784287212824,0.94
"1819",39,21,9750,1.9,-0.0315061766866149,0.058076913803059,0.94
"1820",40,21,10000,1.9,-0.000354255064120845,0.0553039906630035,0.96
"1821",41,20,9840,1.9,-0.0405725454523974,0.0684293724107074,0.94
"1822",42,19,9660,1.9,0.0234193504718692,0.0576913852190606,0.93
"1823",43,19,9890,1.9,-0.0147417186032828,0.0603692467199124,0.92
"1824",44,18,9680,1.9,-0.0465581903407359,0.0658865623498315,0.9
"1825",45,18,9900,1.9,-0.00860130970566536,0.0495717539418864,0.96
"1826",46,17,9660,1.9,0.038752227819718,0.050921924507776,0.96
"1827",47,17,9870,1.9,0.0240064990171259,0.0524214865124064,0.98
"1828",48,16,9600,1.9,0.0485907589754556,0.0633859021473825,0.95
"1829",49,16,9800,1.9,0.015455811519262,0.0447461168582875,0.95
"1830",50,16,10000,1.9,-0.0102893696110072,0.0454363469257014,0.96
"1831",51,15,9690,1.9,0.00546773603142825,0.0405085699080654,0.95
"1832",52,15,9880,1.9,-0.0352090933985694,0.0491792821437357,0.96
"1833",53,14,9540,1.9,0.0160724873625108,0.0474355133355756,0.93
"1834",54,14,9720,1.9,-0.00166028885680275,0.039302819815735,0.97
"1835",55,14,9900,1.9,-0.0225511899164095,0.0372302584404416,0.98
"1836",56,13,9520,1.9,-0.0280356836639307,0.0459013112149501,0.95
"1837",57,13,9690,1.9,0.0118564369460847,0.0387086584326065,0.97
"1838",58,13,9860,1.9,0.00327058653827761,0.0419164330611037,0.96
"1839",59,12,9440,1.9,-0.000189407933028962,0.0443083057448043,0.94
"1840",60,12,9600,1.9,-0.0314257190693594,0.0560080452403375,0.9
"1841",61,12,9760,1.9,-0.0207054256372281,0.0377153082701474,0.99
"1842",62,12,9920,1.9,0.00503578859850884,0.036018657669805,0.95
"1843",63,11,9450,1.9,-0.0150209428988684,0.0441147877388328,0.94
"1844",64,11,9600,1.9,0.0217066435947257,0.0395522910258575,0.92
"1845",65,11,9750,1.9,0.038303572096097,0.0379877098528912,0.96
"1846",66,11,9900,1.9,-0.00480552568684417,0.0415036503512874,0.96
"1847",67,10,9380,1.9,0.0143857808650831,0.0406876545223934,0.92
"1848",68,10,9520,1.9,-0.00800577194458613,0.0350697889371501,0.96
"1849",69,10,9660,1.9,-0.00769973241457689,0.0428459878247929,0.91
"1850",70,10,9800,1.9,-0.00736729758444032,0.0363638377574751,0.96
"1851",71,10,9940,1.9,-0.0152252624825785,0.0394948611740738,0.95
"1852",72,9,9360,1.9,-0.0371456019878195,0.0416125515772197,0.95
"1853",73,9,9490,1.9,-0.00238996637430883,0.0378681622735052,0.95
"1854",74,9,9620,1.9,0.00270360722037633,0.0397088270219957,0.95
"1855",75,9,9750,1.9,-0.0103819331692903,0.0368823919053124,0.94
"1856",76,9,9880,1.9,0.0134303745316579,0.0449776720214444,0.93
"1857",77,8,9240,1.9,-0.0216426247811236,0.0341791047500397,0.96
